date,sold_at,source,listing_id,seller_id,seller_type,sale_mechanism,brand,model,reference,condition,currency,sale_price,days_to_sell,sell_speed_eligible,sold_inference
2026-03-12,2026-03-12T20:30:10.269+00:00,chrono24,44934092,Private Seller,private,listing,Omega,Seamaster Diver 300 M,210.92.44.20.01.003,Like new & unworn,USD,6850.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T20:39:27.268+00:00,chrono24,44868799,Private Seller,private,listing,Seiko,Prospex,SLA055J1,Very good,USD,2500.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T20:39:31.012+00:00,chrono24,45137640,Private Seller,private,listing,Seiko,Prospex,SPB153J1 (Diving Watches),Very good,USD,800.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T20:57:33.69+00:00,chrono24,45120506,Private Seller,private,listing,Seiko,Kinetic,SKA691P1 (Quartz Watches),Good,USD,196.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:01:58.726+00:00,chrono24,43762040,Private Seller,private,listing,Omega,Time Computer,196.0039,Very good,USD,998.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:05:52.975+00:00,chrono24,44975608,Private Seller,private,listing,Vacheron Constantin,Overseas Chronograph,5500V/110A-B148,Like new & unworn,USD,28750.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:08:59.07+00:00,chrono24,44961515,Private Seller,private,listing,Omega,Constellation,796.1201,Like new & unworn,USD,1630.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:15:21.791+00:00,chrono24,45042882,Private Seller,private,listing,Seiko,5 Sports,SSK029K1,Very good,USD,300.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:18:30.453+00:00,chrono24,44847207,Private Seller,private,listing,Omega,Seamaster 120 M,136.027 (Seamaster Vintage),Very good,USD,3267.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T22:55:45.838+00:00,chrono24,44676742,Private Seller,private,listing,Audemars Piguet,Royal Oak Offshore Diver,unknown,unknown,USD,16999.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T23:48:00.84+00:00,chrono24,45042686,Private Seller,private,listing,Seiko,Prospex,SPB265 (Diving Watches),Like new & unworn,USD,1050.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T23:51:17.282+00:00,chrono24,44949680,Private Seller,private,listing,Seiko,Brothers Collaboration Limited Edition Model Full Set Limited Edition,SBJG023,Very good,USD,457.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T23:51:26.518+00:00,chrono24,45117113,Private Seller,private,listing,Tudor,Black Bay GMT,M79830RB-0010,Like new & unworn,USD,3519.0,,False,api_sold_listing_state
2026-03-12,2026-03-12T23:53:44.072+00:00,chrono24,44424731,Private Seller,private,listing,Omega,Seamaster,166.010 (Seamaster Vintage),Good,USD,1300.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T00:03:15.644+00:00,chrono24,44673495,Private Seller,private,listing,Rolex,Cellini,5115/9,Like new & unworn,USD,5100.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T00:03:43.41+00:00,chrono24,45134652,Private Seller,private,listing,IWC,Portuguese Automatic,IW500109,Very good,USD,5333.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T00:09:38.869+00:00,chrono24,44156023,Private Seller,private,listing,TAG Heuer,Monaco,CAW211R.FC6401 (Monaco Gulf),Very good,USD,6000.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T00:12:33.206+00:00,chrono24,45228978,Private Seller,private,listing,Seiko,Monster,SKX781,Good,USD,291.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T02:04:18.174+00:00,chrono24,44535049,Private Seller,private,listing,Rolex,Datejust 36,16233,Very good,USD,6000.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T02:06:43.587+00:00,chrono24,44493867,Private Seller,private,listing,Breitling,Chronomat 36,A10380101C1A1,Very good,USD,2751.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T02:10:10.638+00:00,chrono24,45152376,Private Seller,private,listing,Omega,Seamaster,196.0050 (Seamaster Vintage),Good,USD,889.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T02:25:12.274+00:00,chrono24,44824397,Private Seller,private,listing,TAG Heuer,Super Professional,WS2110-2,Good,USD,1187.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T03:38:38.49+00:00,chrono24,44674025,Private Seller,private,listing,Seiko,Credor,GCBP997,Fair,USD,1799.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T03:47:55.836+00:00,chrono24,45067796,Private Seller,private,listing,Rolex,Daytona,116523,Very good,USD,17909.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T03:57:18.263+00:00,chrono24,45117030,Private Seller,private,listing,Seiko,5 Sports,SRPD63,Very good,USD,195.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T04:03:42.001+00:00,chrono24,43631695,Private Seller,private,listing,TAG Heuer,Carrera,WV2112,Very good,USD,1190.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T07:07:33.82+00:00,chrono24,44610891,Private Seller,private,listing,Seiko,5 Sports,SSK021,Like new & unworn,USD,336.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T09:09:58.751+00:00,chrono24,42811529,Private Seller,private,listing,Hublot,King Power,731.NX.1190.RX,Very good,USD,6500.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T09:10:01.386+00:00,chrono24,45196969,Private Seller,private,listing,Seiko,Prospex,SSC813P1 (Diving Watches),Very good,USD,415.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T09:10:10.923+00:00,chrono24,44817151,watchuwant,dealer,listing,Seiko,5,7S26-3110,Very good,USD,491.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T11:12:36.878+00:00,chrono24,45041983,Private Seller,private,listing,Rolex,Explorer II,16570 (Explorer II 16570 Black),Very good,USD,6800.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T11:13:04.868+00:00,chrono24,44547159,Private Seller,private,listing,Rolex,Sea-Dweller Deepsea,126660,Like new & unworn,USD,12100.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T12:13:12.76+00:00,chrono24,44973131,Private Seller,private,listing,Cartier,Panthère,WSPN0010,Good,USD,3316.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T13:14:43.862+00:00,chrono24,44480373,Private Seller,private,listing,Zenith,Defy Skyline,03.9300.3620/51.I001,Like new & unworn,USD,5242.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T13:15:18.028+00:00,chrono24,44670399,Private Seller,private,listing,Rolex,Datejust 36,116244 (Datejust Diamonds),Good,USD,12900.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T15:17:19.211+00:00,chrono24,45218366,Private Seller,private,listing,Jaeger-LeCoultre,Reverso Memory,255.8.82,Good,USD,5608.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T17:19:51.101+00:00,chrono24,44163462,Private Seller,private,listing,Rolex,Submariner Date,16610,Like new & unworn,USD,8888.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T17:20:19.794+00:00,chrono24,45204871,Private Seller,private,listing,Tudor,Black Bay,79833mn-0001,Good,USD,3792.0,,False,api_sold_listing_state
2026-03-13,2026-03-13T21:24:24.177+00:00,chrono24,44921951,Private Seller,private,listing,Omega,Seamaster,105.001-62 (Seamaster Vintage),Very good,USD,4616.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T01:30:04.985+00:00,chrono24,44992320,Private Seller,private,listing,Omega,De Ville,511.0404,Good,USD,550.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T04:33:44.307+00:00,chrono24,44978856,"REPESTA Co., Ltd.",dealer,listing,Omega,Speedmaster Reduced,3510.50,Good,USD,2449.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T04:34:14.116+00:00,chrono24,45229819,Private Seller,private,listing,Zenith,Il quadrante é diverso dalla foto e contiene una sigla.,30 2760 226,Like new & unworn,USD,1187.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T04:34:22.386+00:00,chrono24,45044372,"REPESTA Co., Ltd.",dealer,listing,Omega,Seamaster Aqua Terra,2503.50,Good,USD,2575.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T04:34:38.402+00:00,chrono24,44803317,Private Seller,private,listing,Cartier,Santos,W2SA0009,Like new & unworn,USD,9797.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T05:35:18.271+00:00,chrono24,44803554,"REPESTA Co., Ltd.",dealer,listing,Breitling,Chronomat,A13050.1,Very good,USD,2027.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T05:35:44.442+00:00,chrono24,45052471,Joaillerie Royale,dealer,listing,Cartier,Pasha Seatimer,2790,Very good,USD,3780.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T05:35:54.229+00:00,chrono24,44939165,"REPESTA Co., Ltd.",dealer,listing,Omega,Speedmaster Reduced,3510.50,Good,USD,2449.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T06:36:37.387+00:00,chrono24,45078773,"REPESTA Co., Ltd.",dealer,listing,Cartier,Tank,2386,Good,USD,4109.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T08:40:47.12+00:00,chrono24,44868149,Private Seller,private,listing,Seiko,5 Sports,SRPD59K1,Very good,USD,175.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T10:44:29.928+00:00,chrono24,45265199,"REPESTA Co., Ltd.",dealer,listing,TAG Heuer,Aquaracer,WAB2011,Very good,USD,708.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T15:00:13.589+00:00,chrono24,45159871,Private Seller,private,listing,Omega,Seamaster,2536.50,Good,USD,2842.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T15:19:55.486+00:00,chrono24,44000206,"Sincere Partners Co., Ltd",dealer,listing,Seiko,King,SJE087J1,Like new & unworn,USD,1825.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T16:27:24.741+00:00,chrono24,45017058,Private Seller,private,listing,Seiko,GS,5646-7010 (Vintage),Good,USD,1449.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T16:34:33.737+00:00,chrono24,45154069,Private Seller,private,listing,Rolex,Datejust 41,126333,Like new & unworn,USD,13950.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T18:09:37.641+00:00,chrono24,45293286,Private Seller,private,listing,IWC,Pilot Mark,IW325501,Very good,USD,2100.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T19:16:07.406+00:00,chrono24,44931632,ALLU,dealer,listing,Omega,Seamaster Aqua Terra,220.10.38.20.03.001,Very good,USD,4919.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T19:27:46.796+00:00,chrono24,45153618,Private Seller,private,listing,Seiko,Premier Kinetic Perpetual,7D48-0AA0,Good,USD,225.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T19:33:32.562+00:00,chrono24,43735469,Private Seller,private,listing,Audemars Piguet,Royal Oak Selfwinding,unknown,unknown,USD,30500.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T20:34:17.356+00:00,chrono24,45011102,Private Seller,private,listing,Cartier,Ballon Bleu,WSBB0062,Very good,USD,4235.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T20:43:23.421+00:00,chrono24,44321001,Private Seller,private,listing,Seiko,Prospex,SNE589P1,Good,USD,391.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T20:51:22.229+00:00,chrono24,44794663,Private Seller,private,listing,Omega,Seamaster,105.005-66 (Seamaster Vintage),Fair,USD,3569.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T20:54:30.341+00:00,chrono24,44163303,Private Seller,private,listing,Seiko,Credor,9570-5220,Good,USD,449.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T21:56:56.368+00:00,chrono24,44869707,Private Seller,private,listing,Rolex,Datejust 41,126331,Very good,USD,14245.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T21:57:37.48+00:00,chrono24,45100247,Private Seller,private,listing,IWC,Portuguese Automatic,IW500710,Very good,USD,6443.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T22:03:47.796+00:00,chrono24,45036748,Private Seller,private,listing,Omega,Seamaster Diver 300 M,210.32.42.20.03.001,Very good,USD,3999.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T22:08:22.464+00:00,chrono24,44271781,Private Seller,private,listing,Breitling,Superocean 44,A17367D71B1A1,Good,USD,2724.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T22:10:49.916+00:00,chrono24,44953656,"REPESTA Co., Ltd.",dealer,listing,Cartier,Tank Vermeil,5057001,Very good,USD,1710.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T23:48:46.042+00:00,chrono24,44755340,Private Seller,private,listing,Jaeger-LeCoultre,Master Control,145.8.89,Good,USD,3000.0,,False,api_sold_listing_state
2026-03-14,2026-03-14T23:48:48.406+00:00,chrono24,44908658,Private Seller,private,listing,Rolex,Lady-Datejust,69178,Very good,USD,8955.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T01:01:27.609+00:00,chrono24,43415238,Private Seller,private,listing,TAG Heuer,Formula 1 Calibre 16,CAZ2010.BA0876,Good,USD,1424.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T02:17:03.361+00:00,chrono24,45042902,Private Seller,private,listing,TAG Heuer,Formula 1 Quartz,WAZ1112.BA0875,Very good,USD,775.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T02:22:01.617+00:00,chrono24,44900917,Private Seller,private,listing,Seiko,Scuba,2625-0010,Very good,USD,129.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T11:49:37.684+00:00,chrono24,44942567,Private Seller,private,listing,Seiko,Prospex,SSC937P1 (Diving Watches),Very good,USD,1119.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T11:50:06.736+00:00,chrono24,45018542,Private Seller,private,listing,IWC,Pilot,IW328104,Like new & unworn,USD,6800.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T13:53:15.333+00:00,chrono24,45068171,Private Seller,private,listing,Zenith,El Primero Chronomaster,18.1260.4021,Like new & unworn,USD,13085.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T16:58:36.509+00:00,chrono24,44956179,Private Seller,private,listing,Seiko,5,SNKP21J1,Like new & unworn,USD,251.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T19:01:14.924+00:00,chrono24,44936648,Private Seller,private,listing,Omega,Speedmaster Professional Moonwatch,3573.50.00,Good,USD,4700.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T22:04:15.794+00:00,chrono24,44831870,Office IKO Co.,dealer,listing,Seiko,Prospex,SBDC217 (Diving Watches),Very good,USD,708.0,,False,api_sold_listing_state
2026-03-15,2026-03-15T22:04:47.572+00:00,chrono24,45190522,Private Seller,private,listing,Rolex,Datejust II,unknown,unknown,USD,8600.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T00:06:42.104+00:00,chrono24,45124317,Private Seller,private,listing,Seiko,Diver Automatic,7S26-0040,Very good,USD,176.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T03:25:17.213+00:00,chrono24,42983998,Private Seller,private,listing,Omega,Seamaster DeVille,135.001 (Seamaster Vintage),Good,USD,1655.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T03:34:13.081+00:00,chrono24,42800777,Private Seller,private,listing,Rolex,Oyster Perpetual 34,1007 (Oyster Perpetual Vintage),Good,USD,5250.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T03:36:16.077+00:00,chrono24,41660343,Office IKO Co.,dealer,listing,TAG Heuer,Carrera,CBN2A1B.BA0643,Very good,USD,3435.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T04:44:31.156+00:00,chrono24,43999787,"Sincere Partners Co., Ltd",dealer,listing,Seiko,King,SDKS019,Like new & unworn,USD,1478.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T04:45:40.857+00:00,chrono24,45290457,Private Seller,private,listing,Jaeger-LeCoultre,Reverso Duoface,3988482,Very good,USD,9998.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T05:56:29.739+00:00,chrono24,45292777,Private Seller,private,listing,Cartier,Tank Vermeil,3 66001 (Tank Must),Good,USD,1882.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T07:58:07.093+00:00,chrono24,45125439,Private Seller,private,listing,Breitling,Superocean 44,A17367D71B1A1,Very good,USD,2431.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T07:58:14.038+00:00,chrono24,45284108,Private Seller,private,listing,Seiko,Credor,5A74-0020 (Quartz Watches),Very good,USD,270.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T08:58:37.236+00:00,chrono24,45158311,Private Seller,private,listing,IWC,Pilot Mark,IW328207,Very good,USD,4150.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T14:06:16.414+00:00,chrono24,45130108,Private Seller,private,listing,Cartier,Tank,2416,Like new & unworn,USD,2347.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T14:14:55.194+00:00,chrono24,44401059,Private Seller,private,listing,Omega,Speedmaster,311.92.44.51.01.005 (Dark Side of the Moon),Like new & unworn,USD,8641.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T15:16:27.547+00:00,chrono24,44546229,Private Seller,private,listing,Rolex,Oyster Perpetual 41,124300,Very good,USD,9000.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T16:16:55.805+00:00,chrono24,44887564,Cadran Patine,dealer,listing,Rolex,Oyster Perpetual Date,1501 (Oyster Perpetual Vintage),Good,USD,2856.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T17:19:18.117+00:00,chrono24,44816411,Private Seller,private,listing,Tudor,North Flag,91210N,Very good,USD,3100.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T18:19:44.537+00:00,chrono24,44922515,Private Seller,private,listing,Omega,Speedmaster Day Date,32228000,Good,USD,2500.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T18:20:09.916+00:00,chrono24,44499305,Private Seller,private,listing,Seiko,Presage,SRPG09J1,Very good,USD,407.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T19:20:43.517+00:00,chrono24,44854523,Big Ben Time Zone,dealer,listing,Rolex,Submariner Date,16613,Very good,USD,9900.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T19:20:50.296+00:00,chrono24,45042357,Cadran Patine,dealer,listing,Rolex,Oyster Perpetual 34,1005 (Oyster Perpetual Vintage),Good,USD,3578.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T19:20:54.881+00:00,chrono24,44309999,Private Seller,private,listing,Seiko,5 Sports,SRPE72K1,Like new & unworn,USD,235.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T20:22:52.712+00:00,chrono24,44770863,Private Seller,private,listing,Panerai,Luminor Chrono Limited Edition 136 of 500,PAM 00052,Like new & unworn,USD,8800.0,,False,api_sold_listing_state
2026-03-16,2026-03-16T20:22:56.115+00:00,chrono24,45016665,Private Seller,private,listing,Rolex,Cellini Danaos,4243 (Arabic Dial),Good,USD,8878.0,,False,api_sold_listing_state
2026-03-17,2026-03-17T14:46:00.618+00:00,chrono24,44435343,Private Seller,private,listing,Seiko,Prospex,SJE093J1 (Diving Watches),Like new & unworn,USD,5921.0,,False,api_sold_listing_state
2026-03-18,2026-03-18T01:24:24.342+00:00,chrono24,45097389,Private Seller,private,listing,Omega,Speedmaster Reduced,3539.50.00,Like new & unworn,USD,4236.0,,False,api_sold_listing_state
2026-03-18,2026-03-18T01:40:39.673+00:00,chrono24,45331906,Office IKO Co.,dealer,listing,Jaeger-LeCoultre,Polaris,Q9068650,Very good,USD,8502.0,,False,api_sold_listing_state
2026-03-18,2026-03-18T05:05:08.006+00:00,chrono24,44351073,Private Seller,private,listing,Tudor,Royal,M28400-0009,Like new & unworn,USD,2148.0,,False,api_sold_listing_state
2026-03-18,2026-03-18T09:12:24.471+00:00,chrono24,44001497,Private Seller,private,listing,Rolex,Daytona,116519,Good,USD,23366.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T07:41:56.808+00:00,chrono24,45056015,Private Seller,private,listing,Seiko,Presage,SSA361J1,Very good,USD,827.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T07:43:41.971+00:00,chrono24,43642672,Private Seller,private,listing,Zenith,Chronomaster Sport,95.3100.3600/39.R951,Very good,USD,7200.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T14:31:46.806+00:00,chrono24,44859727,Private Seller,private,listing,Omega,Seamaster Diver 300 M,21230412001003,Good,USD,3052.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T14:47:16.921+00:00,chrono24,45068345,Private Seller,private,listing,Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.002,Like new & unworn,USD,6542.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T14:58:41.593+00:00,chrono24,44700249,Private Seller,private,listing,Breitling,Colt Automatic,A17350,Good,USD,1402.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:13:44.822+00:00,chrono24,45201903,Private Seller,private,listing,Breitling,Bentley Motors,A25362,Very good,USD,4202.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:21:30.023+00:00,chrono24,44990236,Private Seller,private,listing,IWC,Portuguese Automatic,IW501701,Like new & unworn,USD,9250.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:21:49.244+00:00,chrono24,45168163,Private Seller,private,listing,Omega,Seamaster Diver 300 M,210.30.42.20.03.001,Very good,USD,3250.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:22:23.059+00:00,chrono24,45188620,Private Seller,private,listing,Hublot,Classic Fusion,542.PX.1180.RX,Good,USD,10000.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:35:31.514+00:00,chrono24,44273096,Private Seller,private,listing,Seiko,5 Sports,SRPL99,Like new & unworn,USD,545.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:36:07.465+00:00,chrono24,44786462,Private Seller,private,listing,Seiko,Prospex,SPB239J1 (Diving Watches),Like new & unworn,USD,895.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:41:58.644+00:00,chrono24,44238178,Antique Watchlife Inc.,dealer,listing,Vacheron Constantin,Classic,7397,Good,USD,6563.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:50:34.491+00:00,chrono24,45088019,Private Seller,private,listing,Tudor,Pelagos,25600TN,Good,USD,3150.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:56:55.582+00:00,chrono24,45279807,"REPESTA Co., Ltd.",dealer,listing,TAG Heuer,Monaco Calibre 12,CAW2111.FC6183 (Steve McQueen),Good,USD,4381.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:59:58.364+00:00,chrono24,45347642,Private Seller,private,listing,Omega,Constellation Day-Date,168.029,Very good,USD,1175.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:09:30.26+00:00,chrono24,44997394,"REPESTA Co., Ltd.",dealer,listing,Omega,Speedmaster Date,3513.50,Very good,USD,1667.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:17:36.119+00:00,chrono24,42183789,Private Seller,private,listing,Rolex,Milgauss,116400GV,Good,USD,9973.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:40:33.541+00:00,chrono24,44760520,Private Seller,private,listing,Cartier,Pasha,1352,Good,USD,1755.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:01:01.149+00:00,chrono24,44353073,Private Seller,private,listing,Rolex,Daytona,116503,Very good,USD,19775.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:04:40.138+00:00,chrono24,44949934,Private Seller,private,listing,Rolex,Air King,5500,Good,USD,3093.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:38:02.564+00:00,chrono24,45322649,Private Seller,private,listing,Tudor,Black Bay Bronze,79250BM-0005,Very good,USD,2941.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:38:10.373+00:00,chrono24,44817368,Private Seller,private,listing,Tudor,Prince Date,72000,Very good,USD,1100.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:15:49.014+00:00,chrono24,44919417,Private Seller,private,listing,Seiko,Cocktail Time Seiko Cocktail Time SARB065,SARB065,Very good,USD,341.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:30.375+00:00,chrono24,45234347,Private Seller,private,listing,Rolex,Datejust 36,1601,Very good,USD,3916.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:39.522+00:00,chrono24,45291856,Private Seller,private,listing,Panerai,Luminor Chrono 44 Mm Pam01218,PAM 01218,Very good,USD,6399.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:48.734+00:00,chrono24,45127321,Private Seller,private,listing,Omega,Speedmaster Professional Moonwatch,311.30.42.30.01.005,Very good,USD,4400.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:59:44.531+00:00,chrono24,44625827,Private Seller,private,listing,Seiko,Presage,SSA425J1,Like new & unworn,USD,491.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:17:30.926+00:00,chrono24,45270733,Private Seller,private,listing,Seiko,Presage,SSA461J1,Like new & unworn,USD,532.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:24:06.006+00:00,chrono24,45124855,Private Seller,private,listing,Omega,Louis Brandt,1750500,Very good,USD,7881.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:27:05.076+00:00,chrono24,44529836,Private Seller,private,listing,Seiko,Presage,SSA409J1,Like new & unworn,USD,1665.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:30:37.131+00:00,chrono24,45111380,Private Seller,private,listing,Seiko,Presage,SRPH78J1,Like new & unworn,USD,639.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:33:28.642+00:00,chrono24,44976517,Private Seller,private,listing,Seiko,Prospex,SRPF07K1,Like new & unworn,USD,350.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:37:07.316+00:00,chrono24,43380252,Private Seller,private,listing,Panerai,Luminor,PAM 00795,Very good,USD,5200.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:41:32.11+00:00,chrono24,44635014,Private Seller,private,listing,Seiko,Prospex,SNE518P1,Like new & unworn,USD,379.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:05:48.148+00:00,chrono24,44932757,Private Seller,private,listing,Breitling,Endurance Pro,X82310D51B1S1,Like new & unworn,USD,2315.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:41:55.399+00:00,chrono24,44971902,Private Seller,private,listing,Omega,Globemaster,130.23.39.21.03.001,Very good,USD,5799.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:49:09.047+00:00,chrono24,44270481,Private Seller,private,listing,IWC,Pilot Chronograph Top Gun,IW388106,Like new & unworn,USD,9200.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:04:10.723+00:00,chrono24,44802178,Private Seller,private,listing,Omega,Seamaster Planet Ocean Chronograph,2210.50.00,Fair,USD,3023.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:15:19.169+00:00,chrono24,45170675,Private Seller,private,listing,Seiko,King,5625-7000 (Vintage),Good,USD,494.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:15:22.135+00:00,chrono24,43953495,Private Seller,private,listing,Hublot,King Power,701.CO.0180.RX,Like new & unworn,USD,12072.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:36:19.06+00:00,chrono24,45269503,Private Seller,private,listing,Omega,Seamaster,145.008 (Seamaster Vintage),Good,USD,2136.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:21:53.438+00:00,chrono24,45168329,Private Seller,private,listing,Seiko,5 Sports,SRPK91,Like new & unworn,USD,294.0,,False,api_sold_listing_state
